Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?,Field Annotation
fourth_fail,payment_form,,yesno,Send 'fourth_fail.emltpl'? (Failed any task more than three times),,,,,,,,,,,,,
ip_zoom_invite,payment_form,,yesno,"Send 'ip_zoom_invite.emltpl'? (Suspicious IP address, needs Zoom follow-up)",,,,,,,,,,,,,
longitudinal_waiting_confirmation_better,payment_form,,yesno,"Send 'longitudinal_waiting_confirmation_better.emltpl'? (Eligible, needs to wait for longitudinal study (waiting period))",,,,,,,,,,,,,
longitudinal_continue_link,payment_form,,yesno,Send 'longitudinal_continue_link.emltpl'? (Send link for longitudinal study continuation),,,,,,,,,,,,,
eligible_notify,payment_form,,yesno,"Send 'eligible_notify.emltpl'? (Passed screening, eligible, notify participant)",,,,,,,,,,,,,
ineligibile_fraud,payment_form,,yesno,"Send 'ineligibile_fraud.emltpl'? (Failed screening, ineligible due to fraud)",,,,,,,,,,,,,
zoom_eligibility,payment_form,,yesno,Send 'zoom_eligibility.emltpl'? (Needs Zoom call to discuss cannabis washout),,,,,,,,,,,,,
al_yale_student_mentalhealth,payment_form,,yesno,"Send 'al_yale_student_mentalhealth.emltpl'? (Yale student reporting severe depression, suicidality, or problematic substance use)",,,,,,,,,,,,,
al_yale_student_mentalhealth_mdd_si,payment_form,,yesno,Send 'al_yale_student_mentalhealth_MDD/SI.emltpl'? (Yale student reporting severe depression or suicidality),,,,,,,,,,,,,
al_yale_student_mentalhealth_psychosis,payment_form,,yesno,Send 'al_yale_student_mentalhealth_Psychosis.emltpl'? (Yale student reporting psychosis symptoms),,,,,,,,,,,,,
al_yale_student_mentalhealth_substances,payment_form,,yesno,Send 'al_yale_student_mentalhealth_Substances.emltpl'? (Yale student reporting substance abuse),,,,,,,,,,,,,
cannabis_continue,payment_form,,yesno,Send 'cannabis_continue.emltpl'? (Cannabis user needs to abstain for a period before continuing),,,,,,,,,,,,,
close_study,payment_form,,text,Send Max and email letting him know we need to close the study? ,,,,,,,,,,,,,
close_control,payment_form,,text,Send Max and email letting him know we need to stop allowing control participants? ,,,,,,,,,,,,,
send_pay_confirm,payment_form,,yesno,Send the update that they are being paid for the main study?,,,,,,,,,,,,,
send_participation_resume,payment_form,,yesno,Send the email inviting them to continue the study if they change their answers?  ,,,,,,,,,,,,,
send_restart,payment_form,,yesno,Send the email letting people who are trying again to change their answers?  ,,,,,,,,,,,,,
continue_sms,payment_form,,yesno,Send email letting them continue cuz sms verificatin is down,,,,,,,,,,,,,
clarification_url,clarification_survey,,text,Instrument URL,,,,,,,,,,,,," @CALCTEXT([form-url:instrument])
@HIDDEN-SURVEY"
clarification_surveyurl,clarification_survey,,text,Survey URL,,,,,,,,,,,,," @CALCTEXT([survey-url:instrument])
@HIDDEN-SURVEY"
sp_verify_pass,clarification_survey,,yesno,Are these answers good enough that we should pass them? ,,,,,,,,,,,,, @HIDDEN-SURVEY
sp_since_survey1_yn,clarification_survey,,yesno,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">Have you used </span>macrodoses<span style=""font-weight: normal;""> (non-microdoses) of serotonergic psychedelics </span>since you finished our survey<span style=""font-weight: normal;"">?</span></p></div>",,,,,,,,y,,,,,
sp_doses_sincesurvey1,clarification_survey,,text,"<div class=""rich-text-field-label""><p>How many times <span style=""font-weight: normal;"">have you used psychedelics (</span>non-microdoses<span style=""font-weight: normal;"">) since the first survey? </span></p></div>",,,,,,,[sp_since_survey1_yn]='1',,,,,,
sp_tot_verify,clarification_survey,,text,How many times have you used serotonergic psychedelics in your entire life?,,,integer,,,,,y,,,,,
og_dayslastuse_2,clarification_survey,,descriptive,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">OG answer:</span> [psychedelicuse_lifetimetot]</p></div>",,,,,,,,,,,,, @HIDDEN-SURVEY
sp_tot_verify_2,clarification_survey,,text,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">How many times have you used </span>mAcrodoses<span style=""font-weight: normal;""> of serotonergic psychedelics in your entire </span>life<span style=""font-weight: normal;"">?</span></p></div>",,,integer,,,,,y,,,,,
og_dayslastuse_3,clarification_survey,,descriptive,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">OG answer:</span> [psycheduse_life_nomic]</p></div>",,,,,,,,,,,,, @HIDDEN-SURVEY
sp_lastuse_verify,clarification_survey,,text,About how many days has it been since you last used a serotonergic psychedelic?,,,integer,,,,,y,,,,,
sp_dayslastuse_nomic_ver,clarification_survey,,text,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">About how many </span> days <span style=""font-weight: normal;""> has it been since you </span>last <span style=""font-weight: normal;""> used a serotonergic psychedelic </span><span style=""text-decoration: underline;"">NOT</span><span style=""font-weight: normal;""> including</span> <span style=""font-weight: normal;"">microdoses?</span></p></div>",,1 year = 365 days; 1 month = 30 days; 1 week = 7 days,integer,0,,,,y,,,,,
og_dayslastuse,clarification_survey,,descriptive,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">OG answer:</span> [sp_dayslastuse]</p></div>",,,,,,,,,,,,, @HIDDEN-SURVEY
sp_month_nomic_ver,clarification_survey,,text,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">Approximately how many times in the past </span>month <span style=""font-weight: normal;"">did you use a psychedelic </span><span style=""text-decoration: underline;"">NOT</span> including <span style=""font-weight: normal;"">microdosing?</span></p></div>",,,integer,0,31,,,y,,,,,
monthog,clarification_survey,,descriptive,OG answer: [psycheduse_month_nomic],,,,,,,,,,,,,
sp_6month_nomic_ver,clarification_survey,,text,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">Approximately how many times in the past</span> 6 months<span style=""font-weight: normal;""> did you use a psychedelic </span><span style=""text-decoration: underline;"">NOT</span> <span style=""font-weight: normal;"">including</span> <span style=""font-weight: normal;"">microdosing?</span></p></div>",,,integer,0,60,,,y,,,,,
sixmonthog,clarification_survey,,descriptive,OG answer: [psycheduse_6month_nomic],,,,,,,,,,,,,
sp_year_nomic_ver,clarification_survey,,text,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">Approximately how many times in the past </span>year <span style=""font-weight: normal;"">did you use a psychedelic </span><span style=""text-decoration: underline;"">NOT</span><span style=""font-weight: normal;""> including</span> <span style=""font-weight: normal;"">microdosing?</span></p></div>",,,integer,0,750,,,y,,,,,
yearog,clarification_survey,,descriptive,OG answer: [psycheduse_year_nomic],,,,,,,,,,,,,
microdose_verify_yn,clarification_survey,,yesno,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">Have you </span><em>ever</em><span style=""font-weight: normal;""> </span>microdosed<span style=""font-weight: normal;""> psychedelics?</span><br><br><span style=""font-weight: normal;"">(microdose = take doses so low you do not feel a subjective high)</span></p></div>",,,,,,,,y,,,,,
micro_verify_life_micro,clarification_survey,,text,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">Approximately how many times in your </span>life <span style=""font-weight: normal;"">have you </span>microdosed <span style=""font-weight: normal;"">psychedelics?</span></p></div>",,,integer,0,,,[microdose_verify_yn]='1',y,,,,,
lifeog_mic,clarification_survey,,descriptive,OG answer: [psycheduse_life_micro],,,,,,,,,,,,,
micro_verify_dayslastuse,clarification_survey,,text,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">About how many </span> days <span style=""font-weight: normal;""> has it been since you LAST </span>microdosed <span style=""font-weight: normal;"">a serotonergic psychedelic?</span></p></div>",,1 year = 365 days; 1 month = 30 days; 1 week = 7 days,integer,0,,,[microdose_verify_yn]='1',y,,,,,
dayslastuseog_mic,clarification_survey,,descriptive,OG answer: [psych_dayslastuse_micro],,,,,,,,,,,,,
micro_verify_month,clarification_survey,,text,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">Approximately how many times in the past </span>month <span style=""font-weight: normal;"">did you </span>microdose <span style=""font-weight: normal;"">psychedelics?</span></p></div>",,,integer,0,100,,[microdose_verify_yn]='1',y,,,,,
monthog_mic,clarification_survey,,descriptive,OG answer: [psycheduse_month],,,,,,,,,,,,,
micro_verify_6month,clarification_survey,,text,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">Approximately how many times in the past </span>6 months did<span style=""font-weight: normal;""> you </span>microdose<span style=""font-weight: normal;""> psychedelics</span><span style=""font-weight: normal;"">?</span></p></div>",,,integer,0,100,,[microdose_verify_yn]='1',y,,,,,
sixmonthog_mic,clarification_survey,,descriptive,OG answer: [psycheduse_6month],,,,,,,,,,,,,
micro_verify_year,clarification_survey,,text,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">Approximately how many times in the past </span>year <span style=""font-weight: normal;"">did you </span>microdose<span style=""font-weight: normal;""> psychedelics</span><span style=""font-weight: normal;"">?</span></p></div>",,,integer,0,,,[microdose_verify_yn]='1',y,,,,,
yearog_mic,clarification_survey,,descriptive,OG answer: [psycheduse_year],,,,,,,,,,,,,
psychedelic_primary_verify,clarification_survey,,radio,"<div class=""rich-text-field-label""><p>What psychedelic do you most often use?</p></div>","1, Psilocybin (magic mushrooms) | 2, LSD | 3, Mescaline (peyote, san pedro) | 4, DMT (Ayahuasca, smoked) | 5, 5-MeO-DMT (bufo, toads) | 6, Other",,,,,,[psychedelicuse_lifetimetot]>0,y,,,,,
sp_type_recent_verify,clarification_survey,,radio,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">Which psychedelic did you use</span> most recently<span style=""font-weight: normal;"">?</span></p></div>","1, Psilocybin (magic mushrooms) | 2, LSD | 3, Mescaline (peyote, san pedro) | 4, DMT (Ayahuasca, smoked) | 5, 5-MeO-DMT (bufo, toads) | 6, Other",,,,,,[psychedelicuse_lifetimetot]>0,y,,,,,
sex_verify,answer_checks,,radio,What sex were you assigned at birth?,"1, Male | 2, Female | 3, Other",,,,,,,y,,,,,
gender_verify,answer_checks,,radio,What is your gender identity?,"1, Male | 2, Female | 3, Nonbinary | 4, Genderfluid | 5, Other",,,,,,,y,,,,,
age_verify,answer_checks,,dropdown,"<div class=""rich-text-field-label""><p>What is your age? (in years)</p></div>","17, under 18 | 18, 18 | 19, 19 | 20, 20 | 21, 21 | 22, 22 | 23, 23 | 24, 24 | 25, 25 | 26, 26 | 27, 27 | 28, 28 | 29, 29 | 30, 30 | 31, 31 | 32, 32 | 33, 33 | 34, 34 | 35, 35 | 36, 36 | 37, 37 | 38, 38 | 39, 39 | 40, 40 | 41, 41 | 42, 42 | 43, 43 | 44, 44 | 45, 45 | 46, 46 | 47, 47 | 48, 48 | 49, 49 | 50, 50 | 51, 51 | 52, 52 | 53, 53 | 54, 54 | 55, 55 | 56, 56 | 57, 57 | 58, 58 | 59, 59 | 60, 60 | 61, 61 | 62, 62 | 63, 63 | 64, 64 | 65, 65 | 66, over 65",,,,,,,y,,,,,
race_verify,answer_checks,,radio,What is your race?,"1, American Indian/Alaska Native | 2, Asian | 3, Native Hawaiian or Other Pacific Islander | 4, Black or African American | 5, White | 6, More than one race | 7, Unknown/I prefer not to say",,,,,,,y,,,,,
ethnicity_verify,answer_checks,,radio,What is your ethnicity?,"1, Hispanic or Latino | 2, NOT Hispanic or Latino | 3, Unknown/I prefer not to say",,,,,,,y,,,,,
highest_education_verify,answer_checks,,radio,What is your highest level of education?,"1, Less than 8th grade | 2, Some high school | 3, Highschool diploma or GED | 4, Some college | 5, 2-year degree | 6, 4-year bachelor's degree | 7, Master's degree | 8, Doctoral or 4 year professional degree",,,,,,,y,,,,,
ses_income_verify,answer_checks,,text,"<div class=""rich-text-field-label""><p>What is your <em>approximate</em> <span style=""text-decoration: underline;"">household</span> income in <span style=""text-decoration: underline;"">US dollars?</span> (give one number; not a range -- it's OK to approximate!)</p> <p> </p> <p><em><span style=""font-weight: normal;"">If over $10 million, please simply type 10000000</span></em></p></div>",,,number,0,10000000,,,y,,,,,
highest_education_parents_verify,answer_checks,,radio,"<div class=""rich-text-field-label""><p>What is the highest level of education between both your <span style=""text-decoration: underline;"">parents</span>?</p> <p> </p> <p><span style=""font-weight: normal;""><em>If over $10 million, please simply type 10000000</em></span></p></div>","1, Less than 8th grade | 2, Some high school | 3, Highschool diploma or GED | 4, Some college | 5, 2-year degree | 6, 4-year bachelor's degree | 7, Master's degree | 8, Doctoral or 4 year professional degree",,,,,,,y,,,,,
ses_income_parents_verify,answer_checks,,text,"<div class=""rich-text-field-label""><p>What was the <em>approximate</em> income of your <em>household</em> growing up? (in <span style=""text-decoration: underline;"">US dollars</span>)</p></div>",,,number,0,10000000,,,y,,,,,
ses_employ_verify,answer_checks,,radio,What is your employment status?,"1, Employed full time | 2, Employed part-time | 3, Unemployed but seeking work | 4, Unemployed indefinitely (disability) | 5, Unemployed indefinitely (retired) | 6, Unemployed indefinitely (stay-at-home parent or homemaker)",,,,,,,y,,,,,
ses_marital_verify,answer_checks,,radio,What is your relationship status?,"1, Married | 2, Separated or Divorced | 3, Widowed | 4, Never Married (Single) | 5, Never Married (in a relationship)",,,,,,,y,,,,,
psych_spectrum_verify,answer_checks,,yesno,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">Have you ever been diagnosed with a psychotic spectrum disorder such as </span>Schizophrenia<span style=""font-weight: normal;"">, </span>Schizophreniform<span style=""font-weight: normal;""> disorder, </span>Schizoaffective<span style=""font-weight: normal;""> disorder,</span> Schizotypal personality<span style=""font-weight: normal;""> disorder,</span> Bipolar<span style=""font-weight: normal;""> </span>with<span style=""font-weight: normal;""> </span>psychotic <span style=""font-weight: normal;"">features, </span>Major Depressive Disorder with psychotic<span style=""font-weight: normal;""> features,</span> brief psychotic disorder<span style=""font-weight: normal;"">, </span>delusional disorder<span style=""font-weight: normal;""> or </span>psychosis NOS<span style=""font-weight: normal;""> (not otherwise specified)</span><span style=""font-weight: normal;"">?</span></p></div>",,,,,,,,y,,,,,
psychosis_spec_verify,answer_checks,,checkbox,Which diagnoses have you received? ,"1, Bipolar with psychotic features | 2, Brief psychotic disorder | 3, Delusional disorder | 4, Major Depressive Disorder with psychotic features | 5, Psychosis NOS (not otherwise specified) | 6, Schizoaffective disorder | 7, Schizophrenia | 8, Schizophreniform disorder | 9, Schizotypal personality disorder",,,,,,[psych_spectrum_verify]='1',y,,,,,
mental_illness2_verify,answer_checks,,yesno,Have you ever received a mental illness diagnosis (besides those listed above)?,,,,,,,,y,,,,,
mental_illness_dx_verify,answer_checks,,checkbox,"<div class=""rich-text-field-label""><p>Which of the diagnoses below do you have?</p></div>","1, Adjustment Disorder | 2, Alcohol Use Disorder (AUD; Alcoholism, Drinking) | 3, Anorexia Nervosa | 4, Antisocial Personality Disorder (ASPD) | 5, Attention Deficit Hyperactivity Disorder (ADHD; Attention Deficit Disorder) | 6, Autism Spectrum Disorder (ASD; Autism, Asperger) | 7, Avoidant Personality Disorder | 8, Avoidant/Restrictive Food Intake Disorder (ARFID) | 9, Bipolar Disorder without psychosis (Manic Depression) | 10, Borderline Personality Disorder (BPD; Emotionally Unstable Personality Disorder) | 11, Bulimia | 12, Binge Eating Disorder | 13, Cannabis Use Disorder (CUD; Marijuana) | 14, Cocaine Use Disorder | 15, Complex Post-Traumatic Stress Disorder (C-PTSD; Complex PTSD) | 16, Conduct Disorder | 17, Dependent Personality Disorder | 18, Depersonalization/Derealization Disorder | 19, Dissociative Identity Disorder | 20, Generalized Anxiety Disorder (GAD) | 21, Hallucinogen Use Disorder | 22, Histrionic Personality Disorder | 23, Illness Anxiety Disorder | 24, Insomnia Disorder | 25, Ketamine Use Disorder | 26, Major Depressive Disorder (MDD; Depression, Unipolar Depression, Persistent Depressive Disorder) | 27, MDMA Use Disorder | 28, Narcissistic Personality Disorder (NPD) | 29, Narcolepsy | 30, Obsessive-Compulsive Disorder (OCD) | 31, Obsessive-Compulsive Personality Disorder (OCPD) | 32, Opioid Use Disorder (OUD; Heroin, Fentanyl, Oxy) | 33, Other Substance Use Disorder | 34, Panic Disorder | 35, Paranoid Personality Disorder | 36, Persistent Depressive Disorder (Dysthymia) | 37, Phencyclidine Use Disorder (PCP Use Disorder) | 38, Post-Traumatic Stress Disorder (PTSD; Trauma) | 39, Schizoid Personality Disorder | 40, Sleep Apnea | 41, Social Phobia (Social Anxiety) | 42, Somatic Symptom Disorder (Conversion Disorder) | 43, Specific Phobia | 44, Stimulant Use Disorder (Methamphetamine, Amphetamine) | 45, Tourette's Syndrome | 46, Trichotillomania (Hair Pulling Disorder) | 47, Tobacco Use Disorder | 48, Other",,,,,,[mental_illness2_verify]=1,y,,,,,
mental_illness_other_verify,answer_checks,,notes,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">If you selected </span>""Other"" <span style=""font-weight: normal;"">above, please use this space to list any mental health diagnoses you have received that were </span>not listed above<span style=""font-weight: normal;"">.</span></p> <p><span style=""font-weight: normal;"">Otherwise you may </span>skip this box<span style=""font-weight: normal;"">. </span></p></div>",,,,,,,[mental_illness2_verify]='1',,,,,,
mental_illness_current_yn_verify,answer_checks,,yesno,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">Are any of the mental health diagnoses you listed above </span>no longer present<span style=""font-weight: normal;"">?</span></p></div>",,,,,,,[mental_illness2_verify]='1',y,,,,,
mental_illness_current_dx_verify,answer_checks,,checkbox,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">Please indicate the diagnoses you have received that are </span>no longer present<span style=""font-weight: normal;"">. </span></p> <p><span style=""font-weight: normal;""><em>The lis is alphabetical using the official DSM-5 diagnoses  -- </em>y</span><span style=""font-weight: normal;"">ou may want to press </span>control + F <span style=""font-weight: normal;"">or </span>command + F <span style=""font-weight: normal;"">to </span>search for and find <span style=""font-weight: normal;"">the diagnoses you want! :) </span></p></div>","1, Adjustment Disorder | 2, Alcohol Use Disorder (AUD; Alcoholism, Drinking) | 3, Anorexia Nervosa | 4, Antisocial Personality Disorder (ASPD) | 5, Attention Deficit Hyperactivity Disorder (ADHD; Attention Deficit Disorder) | 6, Autism Spectrum Disorder (ASD; Autism, Asperger) | 7, Avoidant Personality Disorder | 8, Avoidant/Restrictive Food Intake Disorder (ARFID) | 9, Bipolar Disorder without psychosis (Manic Depression) | 10, Borderline Personality Disorder (BPD; Emotionally Unstable Personality Disorder) | 11, Bulimia | 12, Binge Eating Disorder | 13, Cannabis Use Disorder (CUD; Marijuana) | 14, Cocaine Use Disorder | 15, Complex Post-Traumatic Stress Disorder (C-PTSD; Complex PTSD) | 16, Conduct Disorder | 17, Dependent Personality Disorder | 18, Depersonalization/Derealization Disorder | 19, Dissociative Identity Disorder | 20, Generalized Anxiety Disorder (GAD; Anxiety) | 21, Hallucinogen Use Disorder | 22, Histrionic Personality Disorder | 23, Illness Anxiety Disorder | 24, Insomnia Disorder | 25, Ketamine Use Disorder | 26, Major Depressive Disorder (MDD; Depression, Unipolar Depression, Persistent Depressive Disorder) | 27, MDMA Use Disorder | 28, Narcissistic Personality Disorder (NPD) | 29, Narcolepsy | 30, Obsessive-Compulsive Disorder (OCD) | 31, Obsessive-Compulsive Personality Disorder (OCPD) | 32, Opioid Use Disorder (OUD; Heroin, Fentanyl, Oxy) | 33, Other Substance Use Disorder | 34, Panic Disorder | 35, Paranoid Personality Disorder | 36, Persistent Depressive Disorder (Dysthymia) | 37, Phencyclidine Use Disorder (PCP Use Disorder) | 38, Post-Traumatic Stress Disorder (PTSD; Trauma) | 39, Schizoid Personality Disorder | 40, Sleep Apnea | 41, Social Phobia (Social Anxiety) | 42, Somatic Symptom Disorder (Conversion Disorder) | 43, Specific Phobia | 44, Stimulant Use Disorder (Methamphetamine, Amphetamine) | 45, Tourette's Syndrome | 46, Trichotillomania (Hair Pulling Disorder) | 47, Tobacco Use Disorder | 48, Other",,,,,,[mental_illness_current_yn_verify]='1',y,,,,,
waiting_emailed_yn,longitudinal_study_waiting,,yesno,Has this person been emailed by us yet? ,,,,,,,,,,,,, @HIDDEN-SURVEY
waiting_url,longitudinal_study_waiting,,text,Instrument URL,,,,,,,,,,,,," @CALCTEXT([form-url:instrument])
@HIDDEN-SURVEY"
eligibile_survey_url,longitudinal_study_waiting,,text,Eligible Survey URL,,,,,,,,,,,,," @CALCTEXT([survey-url:eligible])
@HIDDEN-SURVEY"
sp_wait_regret,longitudinal_study_waiting,,yesno,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">Did you </span>reach this page accidentally <span style=""font-weight: normal;"">and you actually want to complete the study </span>as soon as possible<span style=""font-weight: normal;"">?</span></p> <p> </p> <p><span style=""font-weight: normal;"">We will review this answer and let you proceed as soon as we are alerted of this survey being done. </span></p></div>",,,,,,,,y,,,,,
rpt_description,longitudinal_study_waiting,,descriptive,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">Thank you so much for your interest in our </span>longitudinal<span style=""font-weight: normal;""> study! </span></p> <p><span style=""font-weight: normal;"">Here is a helpful picture to show you how the </span>full study<span style=""font-weight: normal;""> (since all the emails and times can be confusing!)</span></p> <p><span style=""font-weight: normal;"">You will receive this via email but you can also download it now :) </span></p></div>",,,,,,,,,,,,,
sp_wait_zoom,longitudinal_study_waiting,,yesno,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">Would you like to schedule a zoom call to discuss this study or the longitudinal study? </span></p></div>",,,,,,,,y,,,,,
bookinglink,longitudinal_study_waiting,,descriptive,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;""><span style=""font-size: 14pt;""><a href=""https://outlook.office.com/book/YalePsychedelicStudy@yale.edu/s/ZQ2KyFZg1kOiVuWLPFaZCg2?ismsaljsauthenabled"">Click here</a></span> and pick a 15 minute time slot to chat about the longitudinal study :) </span></p> <p><span style=""font-weight: normal;"">If you are having booking issues, then you can also email <a href=""mailto:maximillian.greenwald@yale.edu"">maximillian.greenwald@yale.edu.</a></span></p></div>",,,,,,,,,,,,,
sp_wait_notes,longitudinal_study_waiting,,notes,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">Please use this space to </span>leave us any notes <span style=""font-weight: normal;"">that you think we should know about your </span>future psychedelic or cannabis use. </p> <p> </p> <p><span style=""text-decoration: underline;""><span style=""font-weight: normal;"">Remember to not use another psychedelic for</span> [days_to_3months] days<span style=""font-weight: normal;""> (on </span>[continue_date]<span style=""font-weight: normal;"">)</span></span></p> <p><span style=""text-decoration: underline;""><span style=""font-weight: normal;"">Please also </span>do not use cannabis for at least 3 days prior to the study start</span></p> <p> </p></div>",,,,,,,,,,,,,
continue_date,longitudinal_study_waiting,,text,"<div class=""rich-text-field-label""><p><span style=""font-weight: 400;"">Date when they will be 3 months out from SP:</span></p></div>",,,date_mdy,,,,,,,,,," @HIDDEN-SURVEY
@CALCDATE([timestamp_screen_day], [days_to_3months], 'd')"
heresemail,longitudinal_study_waiting,,descriptive,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">Their email is: </span>[interested_spstudy]</p> <p><span style=""font-weight: normal;"">Day they can continue: </span>[continue_date]</p> <p><span style=""font-weight: normal;"">Days they must abstain </span>[days_to_3months]</p> <p><span style=""font-weight: normal;"">Link for the continue email:</span> [survey-url:eligibile]</p></div>",,,,,,,,,,,,, @HIDDEN-SURVEY
not_eligible_prolific,prolific_screening_result,"<div class=""rich-text-field-label""></div>",descriptive,"<div class=""rich-text-field-label""><p>Thank you for your interest in participation! You are not eligibile for the rest of the study, unfortunately.  Your completion code for completing the screening form is: COQP0YDT</p></div>",,,,,,,([age_v2] > 65 or [age_v2] <18 or [cognition_screener_v2]='1' or [seizure_hx_v2]='1' or [intox_screen_v2] = '1' or [psychspec_druguse] ='3' or [psycheduse_yn]='2') and ([prolific_yn]='1'),,,,,,
not_eligible_prolific_ravenn,prolific_screening_result,"<div class=""rich-text-field-label""></div>",descriptive,"<div class=""rich-text-field-label""><p>Thank you for your interest in participation! You are not eligibile for the rest of the study, unfortunately. Your completion code for completing the screening form is: COQP0YDT</p></div>",,,,,,,[raven_total_score_v2] < 1 and [prolific_yn]='1',,,,,,
not_eligible_prolific_weed,prolific_screening_result,"<div class=""rich-text-field-label""></div>",descriptive,"<div class=""rich-text-field-label""><p>Thank you for your interest in participation! You are not eligibile for the rest of the study, unfortunately. Your completion code for completing the screening form is: COQP0YDT</p></div>",,,,,,,(([activecannabisuse_lastuse] < '28' and [cannabis_frequency] > '9') or ([activecannabisuse_lastuse] < '14' and ([cannabis_frequency] = '9' or [cannabis_frequency] = '8')) or ([activecannabisuse_lastuse] < '7' and [cannabis_frequency] = '7') or [activecannabisuse_lastuse] < '3') and ([prolific_yn]='1'),,,,,,
timestamp_vch_d1,visual_ch_task_shortened_dlb,"<div class=""rich-text-field-label""><p>First Game: Look for the Pattern!</p></div>",text,,,,datetime_seconds_mdy,,,,,,,,,," @HIDDEN
@NOW"
headphones_check_d1,visual_ch_task_shortened_dlb,,notes,"<div class=""rich-text-field-label""><p>What model or type of headphones are you using?</p></div>",,,,,,,,y,,,,,
monitor_check_d1,visual_ch_task_shortened_dlb,,notes,"<div class=""rich-text-field-label""><p>What type of computer monitor are you using or type of laptop?</p></div>",,,,,,,,y,,,,,
private_place_d1,visual_ch_task_shortened_dlb,,yesno,"Are you in a quiet, private, distraction-free place?
",,,,,,,,,,,,,
vch_task_qualifying_d1,visual_ch_task_shortened_dlb,,descriptive,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">Click on the links below to start your tasks. You cannot proceed until you have completed all the tasks. Please refresh the page once you complete the tasks.</span></p> <p>IMPORTANT INSTRUCTIONS:</p> <p><span style=""font-weight: normal;"">1. Please put your headphones on at this time </span></p> <p><span style=""font-weight: normal;"">2. Turn your system volume to 100%</span></p> <p><span style=""font-weight: normal;"">3. Turn your screen brightness to 100%</span></p> <p><span style=""font-weight: normal;"">(Reminder: Our program can detect if you do not have the above requirements met. The game will not complete without errors and you will have to continually re-play the game until the requirements are met. Please make sure all requirements are met to save you time from having to retake the games.)</span></p> <p><span style=""font-weight: normal;"">4. Close ALL OTHER tabs in your browser so that anything that generates noise will not be heard during the games </span></p> <p><span style=""color: #ff6600;"">LASTLY, PLEASE NOTE: YOUR PERFORMANCE WILL BE REVIEWED PRIOR TO COMPENSATION. BEHAVIOR SUSPICIOUS FOR RANDOM OR DISINGENUOUS ANSWERING MAY RESULT IN WITHHOLDING OF COMPENSATION AND DELETION OF YOUR DATA</span></p> <p>Each task will have instructions on what to do. </p> <p style=""text-align: center;"">Links to tasks</p> <p style=""text-align: center;""><a href=""https://powerslab.research.yale.edu/VisualQualifyingTask/#/?id=[encrypted_metadata_uri]&survey_url=[survey-url]"">Visual Qualifying Task</a> (2 minutes) - [task_data_visual_qualifying_complete]</p> <p style=""text-align: center;""><a href=""https://powerslab.research.yale.edu/AuditoryQualifyingTask/#/?id=[encrypted_metadata_uri]&survey_url=[survey-url]"">Auditory Qualifying Task</a> (2 minutes) - [task_data_auditory_qualifying_complete]</p> <p style=""text-align: center;""> </p></div>",,,,,,,[private_place_d1]='1',,,,,,
